text,label
"for many decades, we've enriched foreign industry at the expense of american industry, subsidized the armies of other countries while allowing for the very sad depletion of our military. we've defended other nations' borders while refusing to defend our own and spent trillions and trillions of dollars overseas while america's infrastructure has fallen into disrepair and decay. we've made other countries rich while the wealth, strength, and confidence of our country has dissipated over the horizon. one by one, the factories shuttered and left our shores, with not even a thought about the millions and millions of american workers that were left behind. the wealth of our middle class has been ripped from their homes and then redistributed all across the world. but that is the past. and now we are looking only to the future. we, assembled here today, are issuing a new decree to be heard in every city, in every foreign capital, and in every hall of power. from this day forward, a new vision will govern our land. from this this day forward, it's going to be only america first. america first. every decision on trade, on taxes, on immigration, on foreign affairs, will be made to benefit american workers and american families.",1
"we must protect our borders from the ravages of other countries making our products, stealing our companies, and destroying our jobs. protection will lead to great prosperity and strength. i will fight for you with every breath in my body, and i will never, ever let you down. america will start winning again, winning like never before. we will bring back our jobs. we will bring back our borders. we will bring back our wealth. and we will bring back our dreams. we will build new roads and highways and bridges and airports and tunnels and railways all across our wonderful nation. we will get our people off of welfare and back to work, rebuilding our country with american hands and american labor. we will follow two simple rules: buy american and hire american. we will seek friendship and good will with the nations of the world, but we do so with the understanding that it is the right of all nations to put their own interests first. we do not seek to impose our way of life on anyone, but rather to let it shine as an example—we will shine—for everyone to follow. we will reinforce old alliances and form new ones and unite the civilized world against radical islamic terrorism, which we will eradicate completely from the face of the earth. at the bedrock of our politics will be a total allegiance to the united states of america, and through our loyalty to our country, we will rediscover our loyalty to each other. when you open your heart to patriotism, there is no room for prejudice. the bible tells us, how good and pleasant it is when god's people live together in unity. we must speak our minds openly, debate our disagreements honestly, but always pursue solidarity. when america is united, america is totally unstoppable. there should be no fear: we are protected, and we will always be protected. we will be protected by the great men and women of our military and law enforcement, and most importantly, we will be protected by god.",1
"finally, we must think big and dream even bigger. in america, we understand that a nation is only living as long as it is striving. we will no longer accept politicians who are all talk and no action, constantly complaining, but never doing anything about it. the time for empty talk is over. now arrives the hour of action. do not allow anyone to tell you that it cannot be done. no challenge can match the heart and fight and spirit of america. we will not fail. our country will thrive and prosper again. we stand at the birth of a new millennium, ready to unlock the mysteries of space, to free the earth from the miseries of disease, and to harness the energies, industries, and technologies of tomorrow. a new national pride will stir our souls, lift our sights, and heal our divisions.",1
"it's time to remember that old wisdom our soldiers will never forget: that whether we are black or brown or white, we all bleed the same red blood of patriots, we all enjoy the same glorious freedoms, and we all salute the same great american flag. and whether a child is born in the urban sprawl of detroit or the windswept plains of nebraska, they look up at the same night sky, they fill their heart with the same dreams, and they are infused with the breath of life by the same almighty creator. so to all americans in every city near and far, small and large, from mountain to mountain, from ocean to ocean, hear these words: you will never be ignored again. your voice, your hopes, and your dreams will define our american destiny. and your courage and goodness and love will forever guide us along the way. together, we will make america strong again. we will make america wealthy again. we will make america proud again. we will make america safe again. and, yes, together, we will make america great again. thank you. god bless you, and god bless america. thank you. god bless america.",1
"from this day forward, our country will flourish and be respected again all over the world. we will be the envy of every nation, and we will not allow ourselves to be taken advantage of any longer. during every single day of the trump administration, i will very simply put america first.",1
"my recent election is a mandate to completely and totally reverse a horrible betrayal and all of these many betrayals that have taken place and to give the people back their faith, their wealth, their democracy, and, indeed, their freedom. from this moment on, america’s decline is over.",1
"just a few months ago, in a beautiful pennsylvania field, an assassin’s bullet ripped through my ear. but i felt then and believe even more so now that my life was saved for a reason. i was saved by god to make america great again.",1
"today, i will sign a series of historic executive orders. with these actions, we will begin the complete restoration of america and the revolution of common sense. it’s all about common sense.",1
"i stand before you now as proof that you should never believe that something is impossible to do. in america, the impossible is what we do best.",1
"we will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are americans. ",1
"the future is ours, and our golden age has just begun.",1
america is back.,1
"six weeks ago, i stood beneath the dome of this capitol and proclaimed the dawn of the golden age of america. from that moment on, it has been nothing but swift and unrelenting action to usher in the greatest and most successful era in the history of our country.",1
"we have accomplished more in 43 days than most administrations accomplished in four years, or eight years, and we are just getting started.",1
"the american dream is unstoppable, and our country is on the verge of a comeback the likes of which the world has never witnessed and perhaps will never witness again. there's never been anything like it.",1
"the presidential election of november 5 was a mandate like has not been seen in many decades. we won all seven swing states, giving us an electoral college victory of 312 votes.",1
"over the past six weeks, i have signed nearly 100 executive orders and taken more than 400 executive actions — a record — to restore common sense, safety, optimism and wealth all across our wonderful land. the people elected me to do the job, and i'm doing it.",1
"in fact, it has been stated by many that the first month of our presidency — it's our presidency — is the most successful in the history of our nation. and what makes it even more impressive is that, do you know no. 2 is? george washington. how about that? i don't know about that list. but we'll take it.",1
"within hours of taking the oath of office, i declared a national emergency on our southern border, and i deployed the us military and border patrol to repel the invasion of our country. and what a job they've done. as a result, illegal border crossings last month were by far the lowest ever recorded. ever.",1
"they heard my words and they chose not to come — much easier that way. in comparison, under joe biden, the worst president in american history, there were hundreds of thousands of illegal crossings a month, and virtually all of them, including murderers, drug dealers, gang members and people from mental institutions and insane asylums, were released into our country. who would want to do that?",1
"every day, my administration is fighting to deliver the change america needs, to bring a future that america deserves, and we're doing it. this is a time for big dreams and bold action. upon taking office, i imposed an immediate freeze on all federal hiring, a freeze on all new federal regulations and a freeze on all foreign aid.",1
"i terminated the ridiculous green new scam. i withdrew from the unfair paris climate accord, which was costing us trillions of dollars that other countries were not paying. i withdrew from the corrupt world health organization. and i also withdrew from the anti-american un human rights council.",1
we ordered all federal workers to return to the office. they will either show up for work in person or be removed from their job.,1
"and we've ended weaponized government, where, as an example, a sitting president is allowed to viciously prosecute his political opponent, like me. how did that work out? not too good. not too good.",1
i've stopped all government censorship and brought back free speech in america. it's back.,1
"and two days ago, i signed an order making english the official language of the united states of america.",1
"i renamed the gulf of mexico the gulf of america. and likewise, i renamed, for a great president, william mckinley, mount mckinley, again. beautiful alaska, we love alaska.",1
"we've ended the tyranny of so-called diversity, equity and inclusion policies all across the entire federal government, and indeed the private sector, and our military. and our country will be woke no longer.",1
"to further combat inflation, we will not only be reducing the cost of energy, but will be ending the flagrant waste of taxpayer dollars.",1
"and to that end, i have created the brand-new department of government efficiency, doge. perhaps you've heard of it. perhaps.",1
"which is headed by elon musk, who is in the gallery tonight. thank you elon, you're working very hard. he didn't need this. he didn't need this. thank you very much. we appreciate it.",1
"everybody here, even this side, appreciates it, i believe. they just don't want to admit that.",1
i want to do what has not been done in 24 years: balance the federal budget — we're going to balance it.,1
"with that goal in mind, we have developed in great detail what we are calling the gold card, which goes on sale very, very soon. for $5 million we will allow the most successful, job-creating people from all over the world to buy a path to us citizenship. it's like the green card, but better and more sophisticated.",1
"we're getting wokeness out of our schools and out of our military, and it's already out, and it's out of our society. we don't want it. ",1
"wokeness is troubled. wokeness is bad. it's gone. it's gone. and we feel so much better for it, don't we? don't we feel better?",1
"to further enhance our national security, my administration will be reclaiming the panama canal, and we've already started doing it.",1
"just today, a large american company announced they are buying both ports around the panama canal and lots of other things having to do with the panama canal and a couple of other canals.",1
i also have a message tonight for the incredible people of greenland. we strongly support your right to determine your own future. ,1
"and if you choose, we welcome you into the united states of america. we need greenland for national security and even international security. and we're working with everybody involved to try and get it.",1
"but we need it really for international world security. and i think we're going to get it. one way or the other, we're going to get it. we will keep you safe. we will make you rich, and together we will take greenland to heights like you have never thought possible before. it's a very small population, but a very, very large piece of land and very, very important for military security.",1
"earlier today, i received an important letter from president zelensky of ukraine. the letter reads, ukraine is ready to come to the negotiating table as soon as possible to bring lasting peace closer. nobody wants peace more than the ukrainians, he said. my team and i stand ready to work under president trump's strong leadership to get a peace that lasts. we do really value how much america has done to help ukraine maintain its sovereignty and independence. regarding the agreement on minerals and security, ukraine is ready to sign it at any time that is convenient for you.",1
"i appreciate that he sent this letter, just got it a little while ago. simultaneously, we've had serious discussions with russia and have received strong signals that they are ready for peace. wouldn't that be beautiful? wouldn't that be beautiful?",1
now it is our time to take up the righteous cause of american liberty. and it is our turn to take america's destiny into our own hands and begin the most thrilling days in the history of our country.,1
"this will be our greatest era. with god's help over the next four years, we are going to lead this nation even higher.",1
"and we are going to forge the freest, most advanced, most dynamic and most dominant civilization ever to exist on the face of this earth.",1
"we are going to create the highest quality of life, build the safest and wealthiest and healthiest and most vital communities anywhere in the world.",1
"we are going to conquer the vast frontiers of science, and we are going to lead humanity into space and plant the american flag on the planet mars, and even far beyond.",1
"and through it all, we are going to rediscover the unstoppable power of the american spirit. and we are going to renew unlimited promise of the american dream. every single day we will stand up and we will fight, fight, fight for the country our citizens believe in, and for the country our people deserve.",1
"my fellow americans, get ready for an incredible future because the golden age of america has only just begun.",1
it will be like nothing that has ever been seen before.,1
"my fellow americans, this is liberation day… april 2nd, 2025, will forever be remembered as the day american industry was reborn, the day america's destiny was reclaimed and the day that we began to make america wealthy again.",1
"for decades, our country has been looted, pillaged, raped and plundered by nations near and far, both friend and foe alike.",1
"taxpayers have been ripped off for more than 50 years, but it is not going to happen anymore.",1
"this is one of the most important days, in my opinion, in american history. it’s our declaration of economic independence. …now it’s our turn to prosper and in so doing use trillions and trillions of dollars to reduce our taxes and pay down our national debt and it will all happen very quickly. with today’s action we are finally going to be able to make america great again, greater than ever before.",1
"jobs and factories will come roaring back into our country, and you see it happening already. we will supercharge our domestic industrial base. ",1
"we will pry open foreign markets and break down foreign trade barriers. and ultimately, more production at home will mean stronger competition and lower prices for consumers. this will be indeed the golden age of america. it’s coming back and we’re going to come back very strongly.",1
"from 1789 to 1913, we were a tariff-backed nation and the united states was proportionately the wealthiest it has ever been. so wealthy, in fact, that in the 1880s, they established a commission to decide what they were going to do with the vast sums of money they were collecting….",1
"then in 1913, for reasons unknown to mankind, they established the income tax so that citizens rather than foreign countries would start paying the money necessary to run our government. ",1
"then in 1929, it all came to a very abrupt end with the great depression, and it would have never happened if they had stayed with the tariff policy. it would have been a much different story.",1
"they tried to bring back tariffs to save our country, but it was gone. it was gone. it was too late. nothing could have been done. ",1
"it took years and years to get out of that depression, far longer than even fdr had that office right over there for a long period of time.",1
we will charge them approximately half of what they are and have been charging us because we are being very kind. this is not full reciprocal. this is kind reciprocal.,1
"in short, chronic trade deficits are no longer merely an economic problem. they're a national emergency that threatens our security and our very way of life. it's a very great threat to our country.",1
these tariffs are going to give us growth like you haven’t seen before. and it’ll be something very special to watch.,1
kamala harris is a disaster for America,1
